OBJECTID,BldgID,Parcel_id,LOC_ID,Addrptid,FullAddr,Town,StrucType,Notes,SourceData,EditReason,AreaSqFt,BaseElev,LowHeight,TopHeight,last_edited_user,last_edited_date,GlobalID,IsActive,Shape__Area
1176,4736,008.0-0004-0001.0,F_751728_2973647,ADDR-831,72 FREEMAN ST,Arlington,Building,,,,1829.0,28.7,51.89,61.62,ArlingtonMA_GIS,2023-10-24 20:02:07.930,bd4c266a-690a-4a5a-af68-a54b698ac68f,Y,1828.776123046875
1177,4737,008.0-0004-0002.0,F_751755_2973617,,72 FREEMAN ST,Arlington,Out Building,,,,449.0,28.04,36.5,41.31,ArlingtonMA_GIS,2023-10-24 20:02:07.930,bfe4d905-6b36-45ae-b1c9-2d037a2c98d4,Y,448.543212890625
1178,4738,008.0-0004-0003.0,F_751785_2973586,ADDR-832,70 FREEMAN ST,Arlington,Building,,,,1824.0,28.38,49.93,61.08,ArlingtonMA_GIS,2023-10-24 20:02:07.930,16f2485c-2de4-46a0-9e98-1874a20bcdd8,Y,1824.20556640625
1179,4739,008.0-0004-0003.0,F_751785_2973586,,70 FREEMAN ST,Arlington,Out Building,,,,486.0,27.38,36.49,41.45,ArlingtonMA_GIS,2023-10-24 20:02:07.930,c3f1b79a-3a70-47b9-8546-e0321da45d84,Y,486.49169921875
1180,4740,008.0-0004-0003.0,F_751785_2973586,ADDR-833,68 FREEMAN ST,Arlington,Building,,,,1733.0,27.41,47.58,60.58,ArlingtonMA_GIS,2023-10-24 20:02:07.930,a52fae68-a716-4267-ae8d-1b8834d59a65,Y,1733.491455078125
1181,4741,008.0-0004-0004.0,F_751816_2973554,,68 FREEMAN ST,Arlington,Out Building,,,,477.0,26.49,35.36,40.48,ArlingtonMA_GIS,2023-10-24 20:02:07.930,94ecd34c-6719-4b55-84ea-53d7e5761ded,Y,477.16455078125
1182,4742,008.0-0004-0003.0,F_751785_2973586,,68 FREEMAN ST,Arlington,Out Building,,,,118.0,27.13,34.86,39.23,ArlingtonMA_GIS,2023-10-24 20:02:07.930,54acfb8a-65c6-4b60-8e0d-8166caa6b126,Y,117.867431640625
1183,4743,008.0-0004-0005.0,F_751754_2973474,ADDR-834,61 RANDOLPH ST,Arlington,Building,,,,1673.0,24.83,48.75,60.83,ArlingtonMA_GIS,2023-10-24 20:02:07.930,5df21d57-34b0-421c-948e-53c810a91cc3,Y,1672.97705078125
1184,4744,008.0-0004-0005.0,F_751754_2973474,,61 RANDOLPH ST,Arlington,Out Building,,,,451.0,25.0,33.31,40.18,ArlingtonMA_GIS,2023-10-24 20:02:07.930,5299ea70-b675-4970-bed5-93341af2821c,Y,451.4921875
1185,4745,008.0-0004-0006.0,F_751719_2973510,ADDR-835,65 RANDOLPH ST,Arlington,Building,,,,2216.0,25.83,44.85,69.14,ArlingtonMA_GIS,2023-10-24 20:02:07.930,49a34b2b-cd51-47ed-9cf9-61e76b7d3704,Y,2215.556640625
1186,4746,008.0-0004-0003.0,F_751785_2973586,,65 RANDOLPH ST,Arlington,Out Building,,,,402.0,26.51,34.16,39.92,ArlingtonMA_GIS,2023-10-24 20:02:07.930,cd960d1e-3663-4eeb-89d7-2f1767931f3d,Y,401.78173828125
1187,4747,008.0-0004-0007.0,F_751684_2973547,ADDR-836,69 RANDOLPH ST,Arlington,Building,,,,2249.0,27.35,46.43,69.84,ArlingtonMA_GIS,2023-10-24 20:02:07.930,4d1df2b5-ce86-406d-afc0-1d051e75f6ef,Y,2248.82763671875
1188,4748,008.0-0004-0008.0,F_751656_2973577,ADDR-837,73 RANDOLPH ST,Arlington,Building,,,,1520.0,28.71,49.87,58.53,ArlingtonMA_GIS,2023-10-24 20:02:07.930,30aba43f-c504-45bc-a8ef-e7a62ed83179,Y,1520.14453125
1189,4749,008.0-0004-0001.0,F_751728_2973647,,73 RANDOLPH ST,Arlington,Out Building,,,,470.0,29.32,37.68,43.82,ArlingtonMA_GIS,2023-10-24 20:02:07.930,29e53ab5-eabc-46ed-af1c-8e127496aaea,Y,470.39404296875
1190,4750,008.0-0005-0001.0,F_751582_2973483,ADDR-838,72 RANDOLPH ST,Arlington,Building,,,,1424.0,28.38,46.68,59.33,ArlingtonMA_GIS,2023-10-24 20:02:07.930,f0e5f5b2-4c98-42ed-a947-2e8f26a636c8,Y,1424.240966796875
1191,4751,008.0-0005-0001.0,F_751582_2973483,,72 RANDOLPH ST,Arlington,Out Building,,,,360.0,27.72,34.62,36.85,ArlingtonMA_GIS,2023-10-24 20:02:07.930,dd96cbcc-cdce-49a4-922f-cc60f2655848,Y,359.560791015625
1192,4752,008.0-0005-0002.0,F_751626_2973434,ADDR-839,68 RANDOLPH ST,Arlington,Building,,,,1209.0,26.35,45.89,55.23,ArlingtonMA_GIS,2023-10-24 20:02:07.930,032e9611-5f65-412d-a79c-f18279537cd0,Y,1208.73095703125
1193,4753,008.0-0005-0002.0,F_751626_2973434,,62 RANDOLPH ST,Arlington,Out Building,,,,132.0,25.26,31.96,34.02,ArlingtonMA_GIS,2023-10-24 20:02:07.930,eb700fa9-5618-46cc-8c8c-786732ef5109,Y,132.1015625
1194,4754,008.0-0005-0003.0,F_751667_2973389,ADDR-840,62 RANDOLPH ST,Arlington,Building,,,,1549.0,23.84,41.25,55.93,ArlingtonMA_GIS,2023-10-24 20:02:07.930,c3575c10-58b5-4fc8-9869-d8eb0b8ea36c,Y,1549.397216796875
1195,4755,008.0-0005-0004.0,F_751624_2973344,ADDR-841,55 NEWCOMB ST,Arlington,Building,,,,1528.0,23.82,40.95,55.67,ArlingtonMA_GIS,2023-10-24 20:02:07.930,13e5866c-c578-4410-b79c-e1c1efb7e5ca,Y,1528.07861328125
1196,4756,008.0-0005-0005.0,F_751583_2973394,ADDR-842,61 NEWCOMB ST,Arlington,Building,,,,1009.0,25.78,41.94,56.18,ArlingtonMA_GIS,2023-10-24 20:02:07.930,0ddc2bd7-1a29-4fd9-8088-b8f4e56a7ef4,Y,1009.481201171875
1197,4757,008.0-0005-0005.0,F_751583_2973394,,61 NEWCOMB ST,Arlington,Out Building,,,,285.0,27.14,35.44,38.89,ArlingtonMA_GIS,2023-10-24 20:02:07.930,aec50b2e-d025-41ef-bb2f-e6e3a64a6593,Y,284.815185546875
1198,4758,008.0-0005-0006.0,F_751543_2973446,ADDR-843,67 NEWCOMB ST,Arlington,Building,,,,1106.0,27.84,43.7,55.4,ArlingtonMA_GIS,2023-10-24 20:02:07.930,eb661295-fee5-4346-b385-29e7dfab8e73,Y,1106.1337890625
1199,4759,009.0-0001-0001.0,F_751107_2975048,ADDR-844,344 MASS AVE,Arlington,Building,,,,6441.0,27.62,44.38,66.03,ArlingtonMA_GIS,2023-10-24 20:02:07.930,24203522-3e3e-4a64-9827-fe143876916d,Y,6441.4208984375
1200,4760,009.0-0001-0002.0,F_751128_2974947,ADDR-845,342 MASS AVE,Arlington,Building,,,,1442.0,27.62,44.38,66.03,ArlingtonMA_GIS,2023-10-24 20:02:07.930,b345cc19-d032-4ebe-8227-dcb36fb7d63f,Y,1442.083984375
1201,4761,009.0-0001-0001.0,F_751107_2975048,,342 MASS AVE,Arlington,Building,,,,673.0,27.62,44.38,66.03,ArlingtonMA_GIS,2023-10-24 20:02:07.930,360d38c6-21cc-4073-b669-46118515defc,Y,672.51953125
1202,4762,009.0-0001-0003.0,F_751062_2974953,ADDR-846,56 WYMAN TER,Arlington,Building,,,,2140.0,26.68,48.75,61.56,ArlingtonMA_GIS,2023-10-24 20:02:07.930,c2b85fdb-60af-47ce-9698-c33c76b4cf0a,Y,2140.246826171875
1203,4763,009.0-0001-0003.0,F_751062_2974953,,56 WYMAN TER,Arlington,Out Building,,,,461.0,26.88,36.42,43.43,ArlingtonMA_GIS,2023-10-24 20:02:07.930,1eaaa53d-b9b4-4aa2-b105-384cf04872cc,Y,460.585693359375
1204,4764,009.0-0001-0004.0,F_751008_2974916,ADDR-847,54 WYMAN TER,Arlington,Building,,,,1505.0,26.42,47.37,58.2,ArlingtonMA_GIS,2023-10-24 20:02:07.930,7052967d-0202-4733-be5d-b967da35bb58,Y,1504.8662109375
1205,4765,009.0-0001-0004.0,F_751008_2974916,,16 WYMAN TER,Arlington,Out Building,,,,475.0,26.61,35.74,42.09,ArlingtonMA_GIS,2023-10-24 20:02:07.930,2794f281-3619-4c94-add9-0f127ef9ed94,Y,475.286376953125
1206,4766,009.0-0001-0005.0,F_750966_2974895,ADDR-848,50 WYMAN TER,Arlington,Building,,,,1492.0,24.9,46.14,56.38,ArlingtonMA_GIS,2023-10-24 20:02:07.930,15ea5c4c-6dce-41be-87f2-899a0f368760,Y,1492.229248046875
1207,4767,009.0-0001-0005.0,F_750966_2974895,,16 WYMAN TER,Arlington,Out Building,,,,512.0,25.92,34.98,42.25,ArlingtonMA_GIS,2023-10-24 20:02:07.930,5880b38c-0295-4166-9380-c3d88326973a,Y,512.4521484375
1208,4768,009.0-0001-0006.0,F_750913_2974987,ADDR-849,16 WYMAN TER,Arlington,Building,,,,2153.0,25.98,44.72,60.15,ArlingtonMA_GIS,2023-10-24 20:02:07.930,d682b176-cbb3-4acc-a78b-77c1f21bd7be,Y,2152.84814453125
1209,4769,009.0-0001-0006.0,F_750913_2974987,,16 WYMAN TER,Arlington,Out Building,,,,495.0,25.78,35.13,41.35,ArlingtonMA_GIS,2023-10-24 20:02:07.930,3f2a13e2-5e42-4adc-b1f9-a5825d0c4c52,Y,494.618896484375
1210,4770,009.0-0001-0007.0,F_750961_2975009,ADDR-850,14 WYMAN TER,Arlington,Building,,,,1632.0,26.44,47.13,56.98,ArlingtonMA_GIS,2023-10-24 20:02:07.930,704882bf-f6ba-422c-8219-f8b1aa5236b6,Y,1631.662109375
1211,4771,009.0-0001-0007.0,F_750961_2975009,,16 WYMAN TER,Arlington,Out Building,,,,86.0,26.46,33.36,35.97,ArlingtonMA_GIS,2023-10-24 20:02:07.930,da2d406e-ca12-4a19-b7c2-81e8fd052c7b,Y,85.923828125
1212,4772,009.0-0001-0008.0,F_751003_2975030,ADDR-851,8 WYMAN TER,Arlington,Building,,,,1524.0,26.82,43.75,58.97,ArlingtonMA_GIS,2023-10-24 20:02:07.930,c3446a11-6a45-4987-b974-7292bc706c20,Y,1523.812744140625
1213,4773,009.0-0001-0009.0,F_751049_2975051,ADDR-852,6 WYMAN TER,Arlington,Building,,,,1480.0,27.3,49.11,59.23,ArlingtonMA_GIS,2023-10-24 20:02:07.930,ca4fc539-4b45-426f-92fd-503f35fd2fa0,Y,1479.583740234375
1214,4774,009.0-0001-0009.0,F_751049_2975051,,6 WYMAN TER,Arlington,Out Building,,,,418.0,27.32,36.08,40.91,ArlingtonMA_GIS,2023-10-24 20:02:07.930,2ecf741a-f390-46e8-bcd6-bd2bd97cfd96,Y,417.951171875
1215,4775,009.0-0002-0002.A,F_750679_2975185,,20 POND LN,Arlington,Out Building,,,,27.0,13.59,18.95,19.56,ArlingtonMA_GIS,2023-10-24 20:02:07.930,ae4c2f4b-1b06-4b04-bf54-78b47e0dd954,Y,26.66064453125
1216,4776,009.0-0002-0004.0,F_750994_2975241,ADDR-853,360 MASS AVE,Arlington,Building,,,,1629.0,26.45,50.59,58.28,ArlingtonMA_GIS,2023-10-24 20:02:07.930,682b5b53-ab62-46e1-bd54-a88c2aee70ba,Y,1628.591064453125
1217,4777,009.0-0002-0004.0,F_750994_2975241,,360 MASS AVE,Arlington,Out Building,,,,100.0,26.2,33.4,35.95,ArlingtonMA_GIS,2023-10-24 20:02:07.930,f1925e16-9b66-4008-9a50-5c1858672aa4,Y,99.700927734375
1218,4778,009.0-0002-0004.0,F_750994_2975241,,360 MASS AVE,Arlington,Out Building,,,,37.0,26.28,30.75,32.18,ArlingtonMA_GIS,2023-10-24 20:02:07.930,e6f3df5b-769d-4f75-a705-2b29326f24f4,Y,37.341796875
1219,4779,009.0-0002-0005.0,F_751043_2975192,ADDR-854,358 MASS AVE,Arlington,Building,,,,1633.0,27.38,43.06,58.19,ArlingtonMA_GIS,2023-10-24 20:02:07.930,87a9669e-83da-4741-b3cc-2689fe2ddd66,Y,1632.760009765625
1220,4780,009.0-0002-0006.0,F_750998_2975172,ADDR-855,3 WYMAN TER,Arlington,Building,,,,1667.0,27.24,51.74,63.66,ArlingtonMA_GIS,2023-10-24 20:02:07.930,f471868f-c90f-4e3b-ba33-8b613a608784,Y,1667.4365234375
1221,4781,009.0-0002-0007.0,F_750942_2975170,ADDR-856,9 WYMAN TER,Arlington,Building,,,,1601.0,26.48,47.78,59.94,ArlingtonMA_GIS,2023-10-24 20:02:07.930,2e760371-37db-4350-987e-97e5177c635c,Y,1601.07763671875
1222,4782,009.0-0002-0007.0,F_750942_2975170,,9 WYMAN TER,Arlington,Out Building,,,,446.0,25.27,33.72,38.64,ArlingtonMA_GIS,2023-10-24 20:02:07.930,3a7cfdc6-e0f4-4316-a3a8-c40a1b080887,Y,446.105224609375
1223,4783,009.0-0002-0008.0,F_750893_2975148,ADDR-857,11 WYMAN TER,Arlington,Building,,,,1752.0,25.44,48.86,57.87,ArlingtonMA_GIS,2023-10-24 20:02:07.930,d49d354a-58c7-444f-803f-a4112555d813,Y,1751.531982421875
1224,4784,009.0-0002-0008.0,F_750893_2975148,,11 WYMAN TER,Arlington,Out Building,,,,430.0,23.04,32.59,37.13,ArlingtonMA_GIS,2023-10-24 20:02:07.930,8e4d49ee-2b70-4f42-b44f-7ca0c05355ca,Y,430.040771484375
1225,4785,009.0-0002-0009.0,F_750842_2975126,ADDR-858,15 WYMAN TER,Arlington,Building,,,,1701.0,24.81,48.28,57.68,ArlingtonMA_GIS,2023-10-24 20:02:07.930,0e153fc4-ab19-4665-8ab1-fd578f495433,Y,1701.43701171875
1226,4786,009.0-0002-0009.0,F_750842_2975126,,19 WYMAN TER,Arlington,Out Building,,,,412.0,22.89,32.8,38.26,ArlingtonMA_GIS,2023-10-24 20:02:07.930,1a9f8652-457d-428b-a9a8-3685fe0aa341,Y,411.646484375
1227,4787,009.0-0002-0010.0,F_750800_2975092,ADDR-859,19 WYMAN TER,Arlington,Building,,,,1689.0,24.76,49.42,57.57,ArlingtonMA_GIS,2023-10-24 20:02:07.930,665646e6-c7d1-436d-ab3f-1356ad217819,Y,1689.33447265625
1228,4788,009.0-0002-0010.0,F_750800_2975092,,19 WYMAN TER,Arlington,Out Building,,,,838.0,22.61,40.11,49.71,ArlingtonMA_GIS,2023-10-24 20:02:07.930,388e4a3e-ae24-4f74-9dc6-8a0fed071ca9,Y,837.6611328125
1229,4789,009.0-0002-0011.0,F_750743_2975053,ADDR-860,21 WYMAN TER,Arlington,Building,,,,1846.0,23.34,46.03,56.75,ArlingtonMA_GIS,2023-10-24 20:02:07.930,e2dde133-839c-411d-8461-7d5438b24af1,Y,1846.066650390625
1230,4790,009.0-0002-0011.0,F_750743_2975053,,19 WYMAN TER,Arlington,Out Building,,,,460.0,22.23,32.14,38.04,ArlingtonMA_GIS,2023-10-24 20:02:07.930,cca7dc34-5aff-4bd9-a9c1-ae33d5fc15f0,Y,459.822998046875
1231,4791,009.0-0002-0012.0,F_750776_2974982,ADDR-861,25 WYMAN TER,Arlington,Building,,,,1778.0,24.21,50.71,59.43,ArlingtonMA_GIS,2023-10-24 20:02:07.930,b9e434a0-a2df-4250-b36d-c81fe78c0729,Y,1777.6640625
1232,4792,009.0-0002-0012.0,F_750776_2974982,,21 WYMAN TER,Arlington,Out Building,,,,514.0,23.97,33.13,39.15,ArlingtonMA_GIS,2023-10-24 20:02:07.930,2d674155-6eba-430d-8798-e3bbeea1ce09,Y,514.491455078125
1233,4793,009.0-0002-0013.0,F_750818_2974920,ADDR-862,29 WYMAN TER,Arlington,Building,,,,1299.0,23.9,38.15,53.77,ArlingtonMA_GIS,2023-10-24 20:02:07.930,5ef3b52f-b6ae-4504-8954-a73e3062855b,Y,1299.34521484375
1234,4794,009.0-0002-0013.0,F_750818_2974920,,29 WYMAN TER,Arlington,Out Building,,,,788.0,21.97,30.34,39.07,ArlingtonMA_GIS,2023-10-24 20:02:07.930,2fb83a8d-f8d9-4478-a354-deef29a01459,Y,787.509765625
1235,4795,009.0-0002-0014.0,F_750851_2974885,ADDR-863,33 WYMAN TER,Arlington,Building,,,,1521.0,22.96,39.01,54.2,ArlingtonMA_GIS,2023-10-24 20:02:07.930,97e05037-d141-46df-8bbd-0316933e5bc6,Y,1520.568115234375
1236,4796,009.0-0002-0015.0,F_750876_2974838,ADDR-864,37 WYMAN TER,Arlington,Building,,,,1484.0,21.2,37.75,50.24,ArlingtonMA_GIS,2023-10-24 20:02:07.930,c26a8db9-d988-4391-8ac4-c69cbab171c3,Y,1484.195556640625
1237,4797,009.0-0002-0015.0,F_750876_2974838,,37 WYMAN TER,Arlington,Out Building,,,,368.0,19.32,28.45,32.98,ArlingtonMA_GIS,2023-10-24 20:02:07.930,89ff8bc5-25df-4c5a-bbc0-f13800e27571,Y,368.38427734375
1238,4798,009.0-0002-0016.0,F_750918_2974752,ADDR-865,41 WYMAN TER,Arlington,Building,,,,2199.0,20.68,43.8,57.59,ArlingtonMA_GIS,2023-10-24 20:02:07.930,e84895a8-aff2-4d44-9e5e-afd44abb55f1,Y,2198.599365234375
1239,4799,009.0-0002-0016.0,F_750918_2974752,,41 WYMAN TER,Arlington,Out Building,,,,48.0,18.4,24.36,26.38,ArlingtonMA_GIS,2023-10-24 20:02:07.930,41582884-29fb-473b-9624-018988cfbf85,Y,48.198486328125
1240,4800,009.0-0002-0017.0,F_750992_2974721,ADDR-866,47 WYMAN TER,Arlington,Building,,,,1549.0,24.24,44.5,53.15,ArlingtonMA_GIS,2023-10-24 20:02:07.930,8986f33f-bef2-4fb7-afeb-b04ad16aa8e5,Y,1549.3427734375
1241,4801,009.0-0002-0017.0,F_750992_2974721,,47 WYMAN TER,Arlington,Out Building,,,,655.0,25.01,38.96,48.21,ArlingtonMA_GIS,2023-10-24 20:02:07.930,29a51b6a-5e42-4c4d-989f-64b20f19eddc,Y,654.891357421875
1242,4802,009.0-0002-0018.0,F_751059_2974769,ADDR-867,51 WYMAN TER,Arlington,Building,,,,1632.0,26.05,44.79,62.37,ArlingtonMA_GIS,2023-10-24 20:02:07.930,ed60e8a0-42e4-48ea-b1c6-c1b6cabdf9f4,Y,1632.087158203125
1243,4803,009.0-0002-0017.0,F_750992_2974721,,324 MASS AVE,Arlington,Out Building,,,,87.0,26.26,33.22,35.72,ArlingtonMA_GIS,2023-10-24 20:02:07.930,7025c225-fd16-46fb-bbcd-d6c9072dccc6,Y,87.050048828125
1244,4804,009.0-0002-0019.0,F_751108_2974798,ADDR-868,55 WYMAN TER,Arlington,Building,,,,1809.0,26.32,46.07,60.76,ArlingtonMA_GIS,2023-10-24 20:02:07.930,85471405-4b48-4a13-9ad5-0d2f5fa9e4c4,Y,1809.205810546875
1245,4805,009.0-0002-0020.0,F_751172_2974834,ADDR-869,334 MASS AVE,Arlington,Building,,,,1681.0,29.18,42.712,43.048,ArlingtonMA_GIS,2023-10-24 20:02:07.930,bb5b6bc3-e5d8-4569-a4bb-c9c79db2f747,Y,1681.40380859375
1246,4806,009.0-0002-0020.0,F_751172_2974834,,334 MASS AVE,Arlington,Building,,,,243.0,29.18,38.06,38.24,ArlingtonMA_GIS,2023-10-24 20:02:07.930,70ba8fee-325e-4e00-a061-57689724dd1b,Y,242.99169921875
1247,4807,009.0-0002-0022.0,F_751155_2974639,ADDR-870,324 MASS AVE,Arlington,Building,,,,15976.0,23.2,44.14,58.1,ArlingtonMA_GIS,2023-10-24 20:02:07.930,306d3a84-1c7b-47cb-94f8-0dc6b4fb1772,Y,15976.36962890625
1248,4808,009.0-0002-0023.0,F_751308_2974527,ADDR-871,314 MASS AVE,Arlington,Building,,,,1666.0,31.1,56.17,70.24,ArlingtonMA_GIS,2023-10-24 20:02:07.930,49c6ed48-8772-48dd-a3d1-0a9484c98e09,Y,1665.62646484375
1249,4809,009.0-0002-0023.0,F_751308_2974527,,314 MASS AVE,Arlington,Out Building,,,,618.0,31.16,38.94,43.81,ArlingtonMA_GIS,2023-10-24 20:02:07.930,70d2b4d3-a365-483f-8566-6b8a222ad498,Y,618.39306640625
1250,4810,009.0-0002-0024.0,F_751361_2974458,ADDR-872,310 MASS AVE,Arlington,Building,,,,2637.0,29.98,53.0,67.87,ArlingtonMA_GIS,2023-10-24 20:02:07.930,77ec9758-23b6-41ed-a84f-bf0312097ed2,Y,2637.181884765625
1251,4811,009.0-0002-0025.0,F_751272_2974464,ADDR-873,17 LINWOOD ST,Arlington,Building,,,,2103.0,31.7,47.83,68.14,ArlingtonMA_GIS,2023-10-24 20:02:07.930,5abb7a2b-7bca-4a5b-9aa9-85fa1bf64738,Y,2103.045654296875
1252,4812,009.0-0002-0025.0,F_751272_2974464,ADDR-874,19 LINWOOD ST,Arlington,Building,,,,1957.0,30.06,47.29,65.88,ArlingtonMA_GIS,2023-10-24 20:02:07.930,c057d719-cd9e-4d3c-ad22-8a1ae3190f9f,Y,1957.299072265625
1253,4813,009.0-0002-0027.0,F_751165_2974483,ADDR-875,21 LINWOOD ST,Arlington,Building,,,,1560.0,29.07,48.48,62.49,ArlingtonMA_GIS,2023-10-24 20:02:07.930,022f000c-c911-4fca-bf8e-fb5b093baf13,Y,1560.104248046875
1254,4814,009.0-0002-0027.0,F_751165_2974483,,25 LINWOOD ST,Arlington,Out Building,,,,749.0,27.54,37.95,51.12,ArlingtonMA_GIS,2023-10-24 20:02:07.930,af8b914e-6bcb-4ae9-b464-4a64b858be4d,Y,748.985595703125
1255,4815,009.0-0002-0028.0,F_751106_2974480,ADDR-876,25 LINWOOD ST,Arlington,Building,,,,1819.0,24.74,48.7,61.87,ArlingtonMA_GIS,2023-10-24 20:02:07.930,bb33e41f-5b31-4729-8a54-1f7d0ec4a31b,Y,1818.80810546875
1256,4816,009.0-0002-0028.0,F_751106_2974480,,27 LINWOOD ST,Arlington,Out Building,,,,571.0,26.28,34.37,44.49,ArlingtonMA_GIS,2023-10-24 20:02:07.930,e5c869b7-d7c7-44cf-aa79-7eb08076c19f,Y,571.045654296875
1257,4817,009.0-0002-0029.0,F_751051_2974470,ADDR-12114,29 LINWOOD ST,Arlington,Building,,,,928.0,22.02,41.66,52.14,ArlingtonMA_GIS,2023-10-24 20:02:07.930,af0dc2b4-6b01-42be-aae3-58ed5170342a,Y,928.2705078125
1258,4818,009.0-0002-0029.0,F_751051_2974470,,29 LINWOOD ST,Arlington,Out Building,,,,329.0,18.93,24.82,26.76,ArlingtonMA_GIS,2023-10-24 20:02:07.930,61a54e02-b386-4a89-a631-cc67e9c6bdcb,Y,329.1904296875
1259,4819,009.0-0002-0029.0,F_751051_2974470,ADDR-877,27 LINWOOD ST,Arlington,Out Building,,,,826.0,23.89,40.0,50.66,ArlingtonMA_GIS,2023-10-24 20:02:07.930,eef73721-f37e-4d52-8c6e-a2f3cd8ac7bc,Y,825.894775390625
1260,4820,009.0-0002-0030.0,F_751018_2974513,ADDR-878,31 LINWOOD ST,Arlington,Out Building,,,,867.0,20.25,37.79,51.21,ArlingtonMA_GIS,2023-10-24 20:02:07.930,fe6a0780-4cda-4473-9629-8b446744a1f6,Y,866.613525390625
1261,4821,009.0-0002-0101.0,F_750953_2975299,ADDR-879,366 MASS AVE,Arlington,Building,,,,4727.0,25.42,53.32,60.16,ArlingtonMA_GIS,2023-10-24 20:02:07.930,9a2eca22-6c82-4aa1-87c2-7c9e5bfaccb1,Y,4726.980712890625
1262,4822,009.A-0002-0001.0,F_750805_2975312,ADDR-880,12 POND LN,Arlington,Building,,,,7806.0,14.64,54.9,70.29,ArlingtonMA_GIS,2023-10-24 20:02:07.930,b47fe06c-badd-4848-85fa-6d5f7e7b4abb,Y,7806.475341796875
1263,4823,010.0-0001-0001.0,F_750289_2976226,ADDR-881,444 MASS AVE,Arlington,Building,,,,1784.0,33.6,56.42,62.48,ArlingtonMA_GIS,2023-10-24 20:02:07.930,3e9d62b2-76b4-473f-b8d4-38fa965169eb,Y,1784.41796875
1264,4824,010.0-0001-0004.0,F_750352_2976161,ADDR-882,432 MASS AVE,Arlington,Building,,,,2071.0,33.63,57.62,71.02,ArlingtonMA_GIS,2023-10-24 20:02:07.930,2098bf02-462b-4792-b0db-5c75f3622e5e,Y,2071.368896484375
1265,4825,010.0-0001-0004.0,F_750352_2976161,,432 MASS AVE,Arlington,Building,,,,821.0,33.63,53.53,70.1,ArlingtonMA_GIS,2023-10-24 20:02:07.930,213fc627-607d-400c-b947-1f64865701a4,Y,820.98583984375
1266,4826,010.0-0001-0004.0,F_750352_2976161,,434 MASS AVE,Arlington,Building,,,,1002.0,33.63,49.95,51.21,ArlingtonMA_GIS,2023-10-24 20:02:07.930,49395053-3ead-4414-a2bd-423fc524defb,Y,1001.765380859375
1267,4827,010.0-0001-0006.0,F_750296_2975994,,428 MASS AVE,Arlington,Building,,,,5545.0,23.96,54.92,76.59,ArlingtonMA_GIS,2023-10-24 20:02:07.930,2dd651d7-5bd3-4acb-a559-ddb56cf1b41f,Y,5544.628173828125
1268,4828,010.0-0001-0006.0,F_750296_2975994,,420 MASS AVE,Arlington,Building,,,,1854.0,27.24,56.95,73.34,ArlingtonMA_GIS,2023-10-24 20:02:07.930,e55df1d8-68bd-49ca-b6b1-feeb12648a37,Y,1854.320556640625
1269,4829,010.0-0001-0006.0,F_750296_2975994,,420 MASS AVE,Arlington,Building,,,,5486.0,31.27,62.39,86.37,ArlingtonMA_GIS,2023-10-24 20:02:07.930,d3aae949-b055-4b85-b208-eba331ca71e7,Y,5485.92578125
1270,4830,010.0-0001-0006.0,F_750296_2975994,,23 WHITTEMORE ST,Arlington,Out Building,,,,36.0,24.37,28.85,31.81,ArlingtonMA_GIS,2023-10-24 20:02:07.930,e018a623-f1d1-4329-b9aa-50d803655711,Y,36.34033203125
1271,4831,010.0-0001-0006.0,F_750296_2975994,ADDR-883,438 MASS AVE,Arlington,Building,,,,24333.0,28.75,55.39,80.54,ArlingtonMA_GIS,2023-10-24 20:02:07.930,b75df652-526e-425d-ad6a-154f89a4e301,Y,24332.76953125
1272,4832,010.0-0001-0006.0,F_750296_2975994,,430 MASS AVE,Arlington,Building,,,,1114.0,28.75,50.4,58.29,ArlingtonMA_GIS,2023-10-24 20:02:07.930,6e173fc8-9187-4e96-946a-a9482ba880f9,Y,1113.85595703125
1273,4833,010.0-0001-0006.0,F_750296_2975994,,438 MASS AVE,Arlington,Building,,,,6507.0,28.75,59.26,79.73,ArlingtonMA_GIS,2023-10-24 20:02:07.930,3fd30206-ec80-4e24-8b24-de37acdd74fa,Y,6506.967529296875
1274,4834,010.0-0001-0006.0,F_750296_2975994,,438 MASS AVE,Arlington,Building,,,,1891.0,28.75,61.11,77.8,ArlingtonMA_GIS,2023-10-24 20:02:07.930,f901a1bd-76b2-467c-bfd3-93eeabddca52,Y,1891.4287109375
1275,4835,010.0-0001-0006.0,F_750296_2975994,,438 MASS AVE,Arlington,Building,,,,1631.0,28.75,55.93,80.54,ArlingtonMA_GIS,2023-10-24 20:02:07.930,9d20dcfb-51eb-468e-bb99-01e1d39f1d2b,Y,1630.716064453125
1276,4836,010.0-0001-0006.0,F_750296_2975994,,438 MASS AVE,Arlington,Building,,,,1019.0,28.75,68.507,71.02,ArlingtonMA_GIS,2023-10-24 20:02:07.930,1cf2c415-ecdb-424b-a8c4-f80032e3a7ad,Y,1019.365234375
1277,4837,010.0-0001-0006.0,F_750296_2975994,,438 MASS AVE,Arlington,Building,,,,2108.0,28.75,70.65,79.73,ArlingtonMA_GIS,2023-10-24 20:02:07.930,8815dd22-354c-4828-b447-6c210356e0ed,Y,2107.75341796875
