Year,LandUseCode,BuildingValue,YardValue,LandValue,Acres,SpecialLand,TotalValue,anum,FullAddress,ParcelID
2015,101  - One Family,186500,3700,324000,"11,120.00",0.0,514200,14131,400 APPLETON ST,179.0-0007-0001.0
2014,101  - One Family,186500,3700,298400,"11,120.00",0.0,488600,14131,400 APPLETON ST,179.0-0007-0001.0
2013,101  - One Family,199900,3700,298400,"11,120.00",0.0,502000,14131,400 APPLETON ST,179.0-0007-0001.0
2012,101  - One Family,188800,7300,248700,"11,120.00",0.0,444800,14131,400 APPLETON ST,179.0-0007-0001.0
2011,101  - One Family,188800,7300,248700,"11,120.00",0.0,444800,14131,400 APPLETON ST,179.0-0007-0001.0
2010,101  - One Family,188800,7300,248700,"11,120.00",0.0,444800,14131,400 APPLETON ST,179.0-0007-0001.0
2009,101  - One Family,171700,7300,248500,"11,120.00",0.0,427500,14131,400 APPLETON ST,179.0-0007-0001.0
2008,101  - One Family,178900,7300,248500,"11,120.00",0.0,434700,14131,400 APPLETON ST,179.0-0007-0001.0
2007,101  - One Family,184400,7300,256200,"11,120.00",0.0,447900,14131,400 APPLETON ST,179.0-0007-0001.0
2006,101  - One Family,190900,7800,207700,"11,120.00",0.0,406400,14131,400 APPLETON ST,179.0-0007-0001.0
2005,101  - One Family,180100,7300,195900,"11,120.00",0.0,383300,14131,400 APPLETON ST,179.0-0007-0001.0
2004,101  - One Family,180100,7300,195900,"11,120.00",0.0,383300,14131,400 APPLETON ST,179.0-0007-0001.0
2003,101  - One Family,124300,3700,162000,"11,120.00",0.0,290000,14131,400 APPLETON ST,179.0-0007-0001.0
2002,101  - One Family,124300,3700,143200,"11,120.00",0.0,271200,14131,400 APPLETON ST,179.0-0007-0001.0
2001,101  - One Family,124300,3700,143200,"11,120.00",0.0,271200,14131,400 APPLETON ST,179.0-0007-0001.0
2000,101  - One Family,86300,0,124800,0.26,0.0,211100,14131,400 APPLETON ST,179.0-0007-0001.0
1999,101  - One Family,86300,0,124800,,0.0,211100,14131,400 APPLETON ST,179.0-0007-0001.0
1998,101  - One Family,86300,0,113400,,0.0,199700,14131,400 APPLETON ST,179.0-0007-0001.0
1997,101  - One Family,81200,0,102100,,0.0,183300,14131,400 APPLETON ST,179.0-0007-0001.0
1996,101  - One Family,81200,0,102100,,0.0,183300,14131,400 APPLETON ST,179.0-0007-0001.0
1995,101  - One Family,81200,0,102100,,0.0,183300,14131,400 APPLETON ST,179.0-0007-0001.0
1994,101  - One Family,93600,0,99000,,0.0,192600,14131,400 APPLETON ST,179.0-0007-0001.0
1993,101  - One Family,93600,0,99000,,0.0,192600,14131,400 APPLETON ST,179.0-0007-0001.0
1992,101  - One Family,96500,0,102100,,0.0,198600,14131,400 APPLETON ST,179.0-0007-0001.0
2026,102  - Condo,676100,0,0,0.00,0.0,676100,15759,23 APPLETON ST #23,164.0-0001-0007.0
2025,102  - Condo,649800,0,0,0.00,0.0,649800,15759,23 APPLETON ST #23,164.0-0001-0007.0
2024,102  - Condo,633300,0,0,0.00,0.0,633300,15759,23 APPLETON ST #23,164.0-0001-0007.0
2023,102  - Condo,611500,0,0,0.00,0.0,611500,15759,23 APPLETON ST #23,164.0-0001-0007.0
2022,102  - Condo,593900,0,0,0.00,0.0,593900,15759,23 APPLETON ST #23,164.0-0001-0007.0
2021,102  - Condo,576400,0,0,0.00,0.0,576400,15759,23 APPLETON ST #23,164.0-0001-0007.0
2020,102  - Condo,567600,0,0,0.00,0.0,567600,15759,23 APPLETON ST #23,164.0-0001-0007.0
2019,102  - Condo,517300,0,0,0.00,0.0,517300,15759,23 APPLETON ST #23,164.0-0001-0007.0
2018,102  - Condo,457100,0,0,0.00,0.0,457100,15759,23 APPLETON ST #23,164.0-0001-0007.0
2017,102  - Condo,416400,0,0,0.00,0.0,416400,15759,23 APPLETON ST #23,164.0-0001-0007.0
2016,102  - Condo,416400,0,0,0.00,0.0,416400,15759,23 APPLETON ST #23,164.0-0001-0007.0
2015,102  - Condo,384600,0,0,0.00,0.0,384600,15759,23 APPLETON ST #23,164.0-0001-0007.0
2014,102  - Condo,366900,0,0,0.00,0.0,366900,15759,23 APPLETON ST #23,164.0-0001-0007.0
2013,102  - Condo,366900,0,0,0.00,0.0,366900,15759,23 APPLETON ST #23,164.0-0001-0007.0
2012,102  - Condo,391500,0,0,0.00,0.0,391500,15759,23 APPLETON ST #23,164.0-0001-0007.0
2011,102  - Condo,391500,0,0,0.00,0.0,391500,15759,23 APPLETON ST #23,164.0-0001-0007.0
2026,101  - One Family,755200,0,492000,"5,068.00",0.0,1247200,13958,280 APPLETON ST,178.0-0002-0001.0
2025,101  - One Family,722400,0,469100,"5,068.00",0.0,1191500,13958,280 APPLETON ST,178.0-0002-0001.0
2024,101  - One Family,668100,0,469100,"5,068.00",0.0,1137200,13958,280 APPLETON ST,178.0-0002-0001.0
2023,101  - One Family,609600,0,417600,"5,068.00",0.0,1027200,13958,280 APPLETON ST,178.0-0002-0001.0
2022,101  - One Family,554800,0,400400,"5,068.00",0.0,955200,13958,280 APPLETON ST,178.0-0002-0001.0
2021,101  - One Family,538700,0,400400,"5,068.00",0.0,939100,13958,280 APPLETON ST,178.0-0002-0001.0
2020,101  - One Family,538800,0,400400,"5,068.00",0.0,939200,13958,280 APPLETON ST,178.0-0002-0001.0
2019,101  - One Family,401500,0,400400,"5,068.00",0.0,801900,13958,280 APPLETON ST,178.0-0002-0001.0
2018,101  - One Family,401500,0,337500,"5,068.00",0.0,739000,13958,280 APPLETON ST,178.0-0002-0001.0
2017,101  - One Family,401500,0,308900,"5,068.00",0.0,710400,13958,280 APPLETON ST,178.0-0002-0001.0
2016,101  - One Family,401500,0,263100,"5,068.00",0.0,664600,13958,280 APPLETON ST,178.0-0002-0001.0
2015,101  - One Family,356100,0,228800,"5,068.00",0.0,584900,13958,280 APPLETON ST,178.0-0002-0001.0
2014,101  - One Family,214600,0,211700,"5,068.00",0.0,426300,13958,280 APPLETON ST,178.0-0002-0001.0
2013,101  - One Family,214600,0,201400,"5,068.00",0.0,416000,13958,280 APPLETON ST,178.0-0002-0001.0
2012,101  - One Family,198300,0,183100,"5,068.00",0.0,381400,13958,280 APPLETON ST,178.0-0002-0001.0
2011,101  - One Family,198300,0,183100,"5,068.00",0.0,381400,13958,280 APPLETON ST,178.0-0002-0001.0
2010,101  - One Family,198300,0,183100,"5,068.00",0.0,381400,13958,280 APPLETON ST,178.0-0002-0001.0
2009,101  - One Family,162000,0,184800,"5,068.00",0.0,346800,13958,280 APPLETON ST,178.0-0002-0001.0
2008,101  - One Family,168800,0,184800,"5,068.00",0.0,353600,13958,280 APPLETON ST,178.0-0002-0001.0
2007,101  - One Family,175000,0,194500,"5,068.00",0.0,369500,13958,280 APPLETON ST,178.0-0002-0001.0
2006,101  - One Family,183600,0,157700,"5,068.00",0.0,341300,13958,280 APPLETON ST,178.0-0002-0001.0
2005,101  - One Family,173200,0,154500,"5,068.00",0.0,327700,13958,280 APPLETON ST,178.0-0002-0001.0
2004,101  - One Family,173200,0,154500,"5,068.00",0.0,327700,13958,280 APPLETON ST,178.0-0002-0001.0
2003,101  - One Family,114600,0,125800,"5,068.00",0.0,240400,13958,280 APPLETON ST,178.0-0002-0001.0
2002,101  - One Family,114600,0,114400,"5,068.00",0.0,229000,13958,280 APPLETON ST,178.0-0002-0001.0
2001,101  - One Family,114600,0,114400,"5,068.00",0.0,229000,13958,280 APPLETON ST,178.0-0002-0001.0
2000,101  - One Family,93000,0,93100,0.12,0.0,186100,13958,280 APPLETON ST,178.0-0002-0001.0
1999,101  - One Family,93000,0,93100,,0.0,186100,13958,280 APPLETON ST,178.0-0002-0001.0
1998,101  - One Family,93000,0,84600,,0.0,177600,13958,280 APPLETON ST,178.0-0002-0001.0
1997,101  - One Family,87700,0,76100,,0.0,163800,13958,280 APPLETON ST,178.0-0002-0001.0
1996,101  - One Family,87700,0,76100,,0.0,163800,13958,280 APPLETON ST,178.0-0002-0001.0
1995,101  - One Family,87700,0,76100,,0.0,163800,13958,280 APPLETON ST,178.0-0002-0001.0
1994,101  - One Family,74500,0,74300,,0.0,148800,13958,280 APPLETON ST,178.0-0002-0001.0
1993,101  - One Family,74500,0,74300,,0.0,148800,13958,280 APPLETON ST,178.0-0002-0001.0
1992,101  - One Family,76800,0,76600,,0.0,153400,13958,280 APPLETON ST,178.0-0002-0001.0
2026,101  - One Family,209100,400,523500,"6,291.00",0.0,733000,13066,249 APPLETON ST,169.0-0006-0004.A
2025,101  - One Family,209100,400,499200,"6,291.00",0.0,708700,13066,249 APPLETON ST,169.0-0006-0004.A
2024,101  - One Family,185200,400,499200,"6,291.00",0.0,684800,13066,249 APPLETON ST,169.0-0006-0004.A
2023,101  - One Family,189400,400,444400,"6,291.00",0.0,634200,13066,249 APPLETON ST,169.0-0006-0004.A
2022,101  - One Family,180800,400,426100,"6,291.00",0.0,607300,13066,249 APPLETON ST,169.0-0006-0004.A
2021,101  - One Family,168500,400,426100,"6,291.00",0.0,595000,13066,249 APPLETON ST,169.0-0006-0004.A
2020,101  - One Family,168500,400,426100,"6,291.00",0.0,595000,13066,249 APPLETON ST,169.0-0006-0004.A
2019,101  - One Family,171400,400,426100,"6,291.00",0.0,597900,13066,249 APPLETON ST,169.0-0006-0004.A
2018,101  - One Family,168700,400,359200,"6,291.00",0.0,528300,13066,249 APPLETON ST,169.0-0006-0004.A
2017,101  - One Family,168700,400,328700,"6,291.00",0.0,497800,13066,249 APPLETON ST,169.0-0006-0004.A
2016,101  - One Family,168700,400,280000,"6,291.00",0.0,449100,13066,249 APPLETON ST,169.0-0006-0004.A
2015,101  - One Family,149100,400,243500,"6,291.00",0.0,393000,13066,249 APPLETON ST,169.0-0006-0004.A
2014,101  - One Family,149100,400,225200,"6,291.00",0.0,374700,13066,249 APPLETON ST,169.0-0006-0004.A
2013,101  - One Family,149100,400,214300,"6,291.00",0.0,363800,13066,249 APPLETON ST,169.0-0006-0004.A
2012,101  - One Family,155700,1400,194800,"6,291.00",0.0,351900,13066,249 APPLETON ST,169.0-0006-0004.A
2011,101  - One Family,155700,1400,194800,"6,291.00",0.0,351900,13066,249 APPLETON ST,169.0-0006-0004.A
2010,101  - One Family,155700,1400,194800,"6,291.00",0.0,351900,13066,249 APPLETON ST,169.0-0006-0004.A
2009,101  - One Family,151500,1000,196600,"6,291.00",0.0,349100,13066,249 APPLETON ST,169.0-0006-0004.A
2008,101  - One Family,157800,1000,196600,"6,291.00",0.0,355400,13066,249 APPLETON ST,169.0-0006-0004.A
2007,101  - One Family,166100,1000,207000,"6,291.00",0.0,374100,13066,249 APPLETON ST,169.0-0006-0004.A
2006,101  - One Family,159300,1100,167800,"6,291.00",0.0,328200,13066,249 APPLETON ST,169.0-0006-0004.A
2005,101  - One Family,150300,1100,164400,"6,291.00",0.0,315800,13066,249 APPLETON ST,169.0-0006-0004.A
2004,101  - One Family,150300,1100,164400,"6,291.00",0.0,315800,13066,249 APPLETON ST,169.0-0006-0004.A
2003,101  - One Family,110100,400,133900,"6,291.00",0.0,244400,13066,249 APPLETON ST,169.0-0006-0004.A
2002,101  - One Family,110100,400,121700,"6,291.00",0.0,232200,13066,249 APPLETON ST,169.0-0006-0004.A
2001,101  - One Family,110100,400,121700,"6,291.00",0.0,232200,13066,249 APPLETON ST,169.0-0006-0004.A
2000,101  - One Family,66900,0,100700,0.14,0.0,167600,13066,249 APPLETON ST,169.0-0006-0004.A
1999,101  - One Family,66900,0,100700,,0.0,167600,13066,249 APPLETON ST,169.0-0006-0004.A
1998,101  - One Family,66900,0,91500,,0.0,158400,13066,249 APPLETON ST,169.0-0006-0004.A
1997,101  - One Family,62100,0,82400,,0.0,144500,13066,249 APPLETON ST,169.0-0006-0004.A
1996,101  - One Family,62100,0,82400,,0.0,144500,13066,249 APPLETON ST,169.0-0006-0004.A
1995,101  - One Family,62100,0,82400,,0.0,144500,13066,249 APPLETON ST,169.0-0006-0004.A
1994,101  - One Family,66300,0,80700,,0.0,147000,13066,249 APPLETON ST,169.0-0006-0004.A
1993,101  - One Family,66300,0,80700,,0.0,147000,13066,249 APPLETON ST,169.0-0006-0004.A
1992,101  - One Family,68300,0,83200,,0.0,151500,13066,249 APPLETON ST,169.0-0006-0004.A
2026,101  - One Family,481800,0,485600,"4,820.00",0.0,967400,13960,292 APPLETON ST,178.0-0002-0004.0
2025,101  - One Family,475000,0,463000,"4,820.00",0.0,938000,13960,292 APPLETON ST,178.0-0002-0004.0
2024,101  - One Family,426000,0,463000,"4,820.00",0.0,889000,13960,292 APPLETON ST,178.0-0002-0004.0
2023,101  - One Family,363200,0,412200,"4,820.00",0.0,775400,13960,292 APPLETON ST,178.0-0002-0004.0
2022,101  - One Family,347600,0,395200,"4,820.00",0.0,742800,13960,292 APPLETON ST,178.0-0002-0004.0
2021,101  - One Family,336500,0,395200,"4,820.00",0.0,731700,13960,292 APPLETON ST,178.0-0002-0004.0
2020,101  - One Family,336500,0,395200,"4,820.00",0.0,731700,13960,292 APPLETON ST,178.0-0002-0004.0
2019,101  - One Family,292000,0,395200,"4,820.00",0.0,687200,13960,292 APPLETON ST,178.0-0002-0004.0
2018,101  - One Family,327000,0,333100,"4,820.00",0.0,660100,13960,292 APPLETON ST,178.0-0002-0004.0
2017,101  - One Family,327000,0,304900,"4,820.00",0.0,631900,13960,292 APPLETON ST,178.0-0002-0004.0
2016,101  - One Family,327000,0,259700,"4,820.00",0.0,586700,13960,292 APPLETON ST,178.0-0002-0004.0
2015,101  - One Family,314000,0,225800,"4,820.00",0.0,539800,13960,292 APPLETON ST,178.0-0002-0004.0
2014,101  - One Family,314000,0,208900,"4,820.00",0.0,522900,13960,292 APPLETON ST,178.0-0002-0004.0
2013,101  - One Family,292800,0,198700,"4,820.00",0.0,491500,13960,292 APPLETON ST,178.0-0002-0004.0
2012,101  - One Family,281000,0,180700,"4,820.00",0.0,461700,13960,292 APPLETON ST,178.0-0002-0004.0
2011,101  - One Family,281000,0,180700,"4,820.00",0.0,461700,13960,292 APPLETON ST,178.0-0002-0004.0
2010,101  - One Family,156800,0,180700,"4,820.00",0.0,337500,13960,292 APPLETON ST,178.0-0002-0004.0
2009,101  - One Family,172400,0,182400,"4,820.00",0.0,354800,13960,292 APPLETON ST,178.0-0002-0004.0
2008,101  - One Family,179600,0,182400,"4,820.00",0.0,362000,13960,292 APPLETON ST,178.0-0002-0004.0
2007,101  - One Family,189000,0,192000,"4,820.00",0.0,381000,13960,292 APPLETON ST,178.0-0002-0004.0
2006,101  - One Family,197500,0,155600,"4,820.00",0.0,353100,13960,292 APPLETON ST,178.0-0002-0004.0
2005,101  - One Family,186300,0,152400,"4,820.00",0.0,338700,13960,292 APPLETON ST,178.0-0002-0004.0
2004,101  - One Family,186300,0,152400,"4,820.00",0.0,338700,13960,292 APPLETON ST,178.0-0002-0004.0
2003,101  - One Family,148700,0,124200,"4,820.00",0.0,272900,13960,292 APPLETON ST,178.0-0002-0004.0
2002,101  - One Family,148700,0,112900,"4,820.00",0.0,261600,13960,292 APPLETON ST,178.0-0002-0004.0
2001,101  - One Family,148700,0,112900,"4,820.00",0.0,261600,13960,292 APPLETON ST,178.0-0002-0004.0
2000,101  - One Family,80500,0,91100,0.11,0.0,171600,13960,292 APPLETON ST,178.0-0002-0004.0
1999,101  - One Family,80500,0,91100,,0.0,171600,13960,292 APPLETON ST,178.0-0002-0004.0
1998,101  - One Family,80500,0,82900,,0.0,163400,13960,292 APPLETON ST,178.0-0002-0004.0
1997,101  - One Family,76100,0,74600,,0.0,150700,13960,292 APPLETON ST,178.0-0002-0004.0
1996,101  - One Family,76100,0,74600,,0.0,150700,13960,292 APPLETON ST,178.0-0002-0004.0
1995,101  - One Family,76100,0,74600,,0.0,150700,13960,292 APPLETON ST,178.0-0002-0004.0
1994,101  - One Family,75300,0,72600,,0.0,147900,13960,292 APPLETON ST,178.0-0002-0004.0
1993,101  - One Family,75300,0,72600,,0.0,147900,13960,292 APPLETON ST,178.0-0002-0004.0
1992,101  - One Family,77600,0,74800,,0.0,152400,13960,292 APPLETON ST,178.0-0002-0004.0
2026,102  - Condo,369400,0,0,0.00,0.0,369400,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2025,102  - Condo,356500,0,0,0.00,0.0,356500,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2024,102  - Condo,315900,0,0,0.00,0.0,315900,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2023,102  - Condo,303700,0,0,0.00,0.0,303700,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2022,102  - Condo,295900,0,0,0.00,0.0,295900,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2021,102  - Condo,288000,0,0,0.00,0.0,288000,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2020,102  - Condo,284100,0,0,0.00,0.0,284100,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2019,102  - Condo,268400,0,0,0.00,0.0,268400,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2018,102  - Condo,238900,0,0,0.00,0.0,238900,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2017,102  - Condo,182700,0,0,0.00,0.0,182700,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2016,102  - Condo,172500,0,0,0.00,0.0,172500,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2015,102  - Condo,169700,0,0,0.00,0.0,169700,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2014,102  - Condo,162500,0,0,0.00,0.0,162500,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2013,102  - Condo,162500,0,0,0.00,0.0,162500,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2012,102  - Condo,214400,0,0,0.00,0.0,214400,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2011,102  - Condo,214400,0,0,0.00,0.0,214400,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2010,102  - Condo,253000,0,0,0.00,0.0,253000,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2009,102  - Condo,260500,0,0,0.00,0.0,260500,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2008,102  - Condo,263200,0,0,0.00,0.0,263200,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2007,102  - Condo,271300,0,0,0.00,0.0,271300,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2006,102  - Condo,232900,0,0,0.00,0.0,232900,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2005,102  - Condo,221800,0,0,0.00,0.0,221800,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2004,102  - Condo,221800,0,0,0.00,0.0,221800,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2003,102  - Condo,157200,0,0,0.00,0.0,157200,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2002,102  - Condo,152100,0,0,0.00,0.0,152100,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2001,102  - Condo,152100,0,0,0.00,0.0,152100,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2000,102  - Condo,112400,0,0,0.00,0.0,112400,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
1999,102  - Condo,112400,0,0,,0.0,112400,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
1998,102  - Condo,0,0,0,,0.0,0,12829,49-53 APPLETON ST #4,165.0-0005-0015.A
2026,101  - One Family,970500,0,506000,"6,081.00",0.0,1476500,14103,439 APPLETON ST,179.0-0005-0005.0
2025,101  - One Family,928000,0,481900,"6,081.00",0.0,1409900,14103,439 APPLETON ST,179.0-0005-0005.0
2024,101  - One Family,877000,0,463900,"6,081.00",0.0,1340900,14103,439 APPLETON ST,179.0-0005-0005.0
2023,101  - One Family,978000,0,433800,"6,081.00",0.0,1411800,14103,439 APPLETON ST,179.0-0005-0005.0
2022,101  - One Family,669900,0,421700,"6,081.00",0.0,1091600,14103,439 APPLETON ST,179.0-0005-0005.0
2021,101  - One Family,650200,0,421700,"6,081.00",0.0,1071900,14103,439 APPLETON ST,179.0-0005-0005.0
2020,101  - One Family,650200,0,421700,"6,081.00",0.0,1071900,14103,439 APPLETON ST,179.0-0005-0005.0
2019,101  - One Family,509900,0,415700,"6,081.00",0.0,925600,14103,439 APPLETON ST,179.0-0005-0005.0
2018,101  - One Family,509900,0,319300,"6,081.00",0.0,829200,14103,439 APPLETON ST,179.0-0005-0005.0
2017,101  - One Family,509900,0,301200,"6,081.00",0.0,811100,14103,439 APPLETON ST,179.0-0005-0005.0
2016,101  - One Family,509900,0,277100,"6,081.00",0.0,787000,14103,439 APPLETON ST,179.0-0005-0005.0
2015,101  - One Family,506800,0,259000,"6,081.00",0.0,765800,14103,439 APPLETON ST,179.0-0005-0005.0
2014,101  - One Family,506800,0,238600,"6,081.00",0.0,745400,14103,439 APPLETON ST,179.0-0005-0005.0
2013,101  - One Family,506800,0,238600,"6,081.00",0.0,745400,14103,439 APPLETON ST,179.0-0005-0005.0
2012,101  - One Family,448000,0,198800,"6,081.00",0.0,646800,14103,439 APPLETON ST,179.0-0005-0005.0
2011,101  - One Family,448000,0,198800,"6,081.00",0.0,646800,14103,439 APPLETON ST,179.0-0005-0005.0
2010,101  - One Family,156300,0,254700,"11,730.00",0.0,411000,14103,439 APPLETON ST,179.0-0005-0005.0
2009,101  - One Family,160800,0,254600,"11,730.00",0.0,415400,14103,439 APPLETON ST,179.0-0005-0005.0
2008,101  - One Family,167500,0,254600,"11,730.00",0.0,422100,14103,439 APPLETON ST,179.0-0005-0005.0
2007,101  - One Family,172700,0,262400,"11,730.00",0.0,435100,14103,439 APPLETON ST,179.0-0005-0005.0
2006,101  - One Family,178600,0,212700,"11,730.00",0.0,391300,14103,439 APPLETON ST,179.0-0005-0005.0
2005,101  - One Family,168500,0,200700,"11,730.00",0.0,369200,14103,439 APPLETON ST,179.0-0005-0005.0
2004,101  - One Family,168500,0,200700,"11,730.00",0.0,369200,14103,439 APPLETON ST,179.0-0005-0005.0
2003,101  - One Family,116200,0,166000,"11,730.00",0.0,282200,14103,439 APPLETON ST,179.0-0005-0005.0
2002,101  - One Family,116200,0,146700,"11,730.00",0.0,262900,14103,439 APPLETON ST,179.0-0005-0005.0
2001,101  - One Family,114100,0,146700,"11,730.00",0.0,260800,14103,439 APPLETON ST,179.0-0005-0005.0
2000,101  - One Family,77200,0,127700,0.27,0.0,204900,14103,439 APPLETON ST,179.0-0005-0005.0
1999,101  - One Family,77200,0,127700,,0.0,204900,14103,439 APPLETON ST,179.0-0005-0005.0
1998,101  - One Family,77200,0,116100,,0.0,193300,14103,439 APPLETON ST,179.0-0005-0005.0
1997,101  - One Family,71700,0,104500,,0.0,176200,14103,439 APPLETON ST,179.0-0005-0005.0
1996,101  - One Family,71700,0,104500,,0.0,176200,14103,439 APPLETON ST,179.0-0005-0005.0
1995,101  - One Family,71700,0,104500,,0.0,176200,14103,439 APPLETON ST,179.0-0005-0005.0
1994,101  - One Family,82800,0,101400,,0.0,184200,14103,439 APPLETON ST,179.0-0005-0005.0
1993,101  - One Family,82800,0,101400,,0.0,184200,14103,439 APPLETON ST,179.0-0005-0005.0
1992,101  - One Family,85400,0,104500,,0.0,189900,14103,439 APPLETON ST,179.0-0005-0005.0
2026,101  - One Family,374400,1000,491200,"5,491.00",0.0,866600,13690,311 APPLETON ST,175.0-0008-0002.0
2025,101  - One Family,357900,1000,467800,"5,491.00",0.0,826700,13690,311 APPLETON ST,175.0-0008-0002.0
2024,101  - One Family,336100,1000,450200,"5,491.00",0.0,787300,13690,311 APPLETON ST,175.0-0008-0002.0
2023,101  - One Family,307600,1000,421000,"5,491.00",0.0,729600,13690,311 APPLETON ST,175.0-0008-0002.0
2022,101  - One Family,279600,1000,409300,"5,491.00",0.0,689900,13690,311 APPLETON ST,175.0-0008-0002.0
2021,101  - One Family,271400,1000,409300,"5,491.00",0.0,681700,13690,311 APPLETON ST,175.0-0008-0002.0
2020,101  - One Family,271200,1000,409300,"5,491.00",0.0,681500,13690,311 APPLETON ST,175.0-0008-0002.0
